Age,Turnover,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
60,No,Travel_Frequently,794,Sales,13,3,Medical,1,3352,3,Male,141.0,3,2,Research Scientist,2,Married,47986.0,1247636.0,4,Y,Yes,39.0,3.0,2,80,4,37,5.0,2.0,30,23,26,10
59,No,Travel_Rarely,812,Research & Development,25,4,Technical Degree,1,7601,4,Male,75.0,1,3,Healthcare Representative,4,Married,4717.0,132076.0,8,Y,No,19.0,4.0,3,80,3,29,5.0,4.0,2,1,1,1
20,No,Travel_Rarely,485,Research & Development,37,4,Marketing,1,9611,2,Male,52.0,2,1,Human Resources,2,Single,31749.0,285741.0,2,Y,Yes,35.0,3.0,2,80,4,31,6.0,1.0,4,4,4,4
54,No,Travel_Rarely,329,Human Resources,22,4,Medical,1,3075,1,Male,115.0,4,5,Healthcare Representative,1,Married,23820.0,476400.0,0,Y,No,33.0,1.0,1,80,4,13,6.0,3.0,8,1,3,3
24,Yes,Travel_Rarely,1091,Human Resources,6,5,Human Resources,1,2105,1,Male,148.0,2,4,Manufacturing Director,3,Married,42414.0,805866.0,4,Y,No,46.0,4.0,2,80,3,17,2.0,3.0,4,1,4,2
29,No,Travel_Frequently,540,Hardware,47,5,Human Resources,1,7347,4,Female,123.0,4,4,Sales Representative,1,Single,14480.0,115840.0,0,Y,Yes,18.0,4.0,1,80,2,22,1.0,4.0,14,12,9,2
33,No,Non-Travel,857,Support,43,4,Life Sciences,1,4782,4,Female,50.0,2,5,Developer,4,Married,6688.0,113696.0,7,Y,No,10.0,4.0,4,80,1,16,2.0,1.0,10,5,10,6
48,Yes,Travel_Frequently,1421,Hardware,4,1,Marketing,1,7099,3,Female,108.0,3,2,Manager,4,Divorced,8852.0,53112.0,0,Y,No,48.0,2.0,4,80,3,4,5.0,4.0,2,2,2,2
24,Yes,Travel_Rarely,980,Human Resources,44,1,Human Resources,1,7245,4,Female,151.0,3,3,Research Director,1,Single,9958.0,79664.0,2,Y,No,16.0,1.0,1,80,1,32,5.0,2.0,15,7,8,15
42,No,Travel_Rarely,533,Research & Development,2,5,Human Resources,1,5174,1,Male,200.0,1,1,Sales Representative,2,Married,27644.0,525236.0,1,Y,No,9.0,1.0,4,80,4,9,4.0,1.0,7,3,5,7
50,No,Travel_Frequently,195,Hardware,47,1,Life Sciences,1,1139,4,Male,192.0,4,5,Human Resources,1,Single,46303.0,231515.0,0,Y,No,22.0,3.0,3,80,4,37,6.0,3.0,18,3,12,1
36,Yes,Travel_Rarely,519,Human Resources,44,4,Other,1,5372,1,Male,111.0,3,2,Manager,1,Divorced,50374.0,805984.0,7,Y,Yes,0.0,1.0,3,80,1,26,3.0,3.0,16,14,10,6
34,No,Travel_Rarely,1343,Research & Development,18,3,Marketing,1,4401,2,Female,200.0,1,1,Sales Executive,2,Divorced,28324.0,113296.0,4,Y,Yes,33.0,4.0,4,80,4,21,3.0,1.0,18,16,10,3
35,No,Non-Travel,656,Research & Development,8,3,Medical,1,5540,2,Male,60.0,3,4,Manufacturing Director,4,Single,49046.0,1275196.0,5,Y,No,48.0,3.0,1,80,1,33,5.0,4.0,31,20,10,15
39,Yes,Travel_Rarely,165,Research & Development,49,4,Life Sciences,1,7810,4,Female,117.0,3,1,Manager,2,Married,24746.0,321698.0,2,Y,Yes,5.0,1.0,2,80,4,36,5.0,1.0,30,21,26,4
43,Yes,Non-Travel,1236,Support,8,4,Medical,1,653,1,Male,122.0,4,4,Healthcare Representative,4,Married,10725.0,268125.0,5,Y,Yes,39.0,1.0,1,80,4,14,4.0,2.0,10,6,7,9
31,No,Non-Travel,873,Hardware,7,4,Life Sciences,1,6338,4,Female,79.0,4,2,Sales Executive,2,Divorced,31689.0,823914.0,2,Y,No,13.0,1.0,3,80,2,10,6.0,4.0,6,2,2,4
35,Yes,Non-Travel,1336,Human Resources,12,2,Medical,1,6167,3,Female,85.0,2,5,Sales Executive,1,Divorced,4572.0,137160.0,1,Y,No,35.0,1.0,3,80,4,23,5.0,3.0,8,4,8,5
50,No,Travel_Frequently,547,Hardware,13,4,Medical,1,8115,4,Female,80.0,2,3,Laboratory Technician,2,Single,43564.0,522768.0,8,Y,Yes,15.0,2.0,3,80,1,23,3.0,3.0,20,13,12,4
40,No,Travel_Rarely,444,Sales,39,1,Other,1,6149,1,Female,83.0,2,2,Research Scientist,1,Married,24690.0,716010.0,0,Y,No,45.0,1.0,3,80,1,23,6.0,1.0,6,1,4,1
34,No,Travel_Frequently,194,Human Resources,11,1,Human Resources,1,4298,1,Male,199.0,2,5,Research Director,2,Divorced,44885.0,1346550.0,5,Y,No,28.0,3.0,4,80,3,27,2.0,3.0,25,13,19,23
25,No,Travel_Rarely,1479,Software,44,2,Medical,1,1030,1,Female,42.0,1,3,Laboratory Technician,1,Single,33825.0,507375.0,8,Y,No,5.0,4.0,1,80,4,24,5.0,2.0,16,10,16,4
20,Yes,Non-Travel,933,Sales,40,1,Marketing,1,6730,4,Male,56.0,4,2,Healthcare Representative,2,Divorced,29537.0,620277.0,1,Y,No,24.0,4.0,3,80,3,9,4.0,2.0,5,5,2,3
60,No,Travel_Frequently,888,Research & Development,39,3,Human Resources,1,4930,4,Female,97.0,2,2,Research Director,3,Married,34790.0,104370.0,3,Y,No,13.0,2.0,4,80,1,8,2.0,2.0,1,1,1,1
22,No,Non-Travel,1332,Support,30,2,Marketing,1,3281,1,Male,162.0,2,2,Sales Executive,3,Married,46774.0,982254.0,6,Y,No,25.0,3.0,2,80,2,4,2.0,1.0,1,1,1,1
21,No,Travel_Frequently,403,Sales,27,1,Life Sciences,1,8125,3,Female,173.0,1,2,Sales Representative,4,Single,28890.0,751140.0,3,Y,Yes,49.0,2.0,3,80,4,25,2.0,3.0,4,3,3,3
30,No,Non-Travel,825,Hardware,11,3,Marketing,1,1251,4,Male,139.0,3,2,Research Director,1,Divorced,19174.0,325958.0,3,Y,Yes,29.0,4.0,4,80,1,34,6.0,1.0,24,14,4,2
21,No,Travel_Rarely,306,Sales,44,4,Other,1,8906,1,Female,164.0,4,4,Human Resources,4,Divorced,38317.0,421487.0,5,Y,No,15.0,4.0,3,80,2,19,5.0,4.0,15,2,7,6
43,Yes,Travel_Frequently,1326,Support,50,4,Human Resources,1,1232,2,Male,126.0,2,5,Research Director,2,Single,7770.0,147630.0,6,Y,Yes,44.0,4.0,2,80,1,10,4.0,1.0,4,2,2,3
43,No,Non-Travel,1376,Human Resources,49,5,Medical,1,6451,3,Male,165.0,1,3,Laboratory Technician,1,Divorced,10529.0,147406.0,5,Y,Yes,9.0,2.0,3,80,4,22,6.0,3.0,11,5,5,7
27,No,Non-Travel,1217,Support,21,1,Technical Degree,1,7916,3,Male,147.0,2,1,Laboratory Technician,3,Divorced,35417.0,1027093.0,8,Y,Yes,49.0,4.0,1,80,3,23,6.0,2.0,8,1,7,6
26,Yes,Non-Travel,284,Support,16,5,Life Sciences,1,8273,4,Male,130.0,2,3,Sales Executive,3,Single,35835.0,501690.0,1,Y,Yes,41.0,1.0,3,80,1,32,4.0,2.0,14,3,7,14
20,Yes,Travel_Rarely,883,Human Resources,28,1,Human Resources,1,3805,4,Male,96.0,1,2,Research Scientist,2,Married,19657.0,471768.0,3,Y,No,45.0,2.0,4,80,1,23,2.0,2.0,20,15,8,8
54,Yes,Non-Travel,145,Support,8,4,Technical Degree,1,1786,4,Male,148.0,1,1,Manufacturing Director,2,Married,47933.0,1246258.0,7,Y,No,45.0,4.0,3,80,2,1,5.0,1.0,1,1,1,1
25,No,Travel_Rarely,110,Software,35,3,Other,1,3137,1,Male,96.0,2,5,Human Resources,4,Married,37009.0,74018.0,2,Y,Yes,31.0,2.0,1,80,1,10,3.0,1.0,10,2,7,1
40,Yes,Travel_Frequently,770,Research & Development,44,4,Medical,1,4635,2,Male,145.0,1,5,Sales Representative,3,Single,47221.0,141663.0,6,Y,No,49.0,4.0,1,80,4,34,6.0,3.0,17,4,1,15
18,No,Non-Travel,1123,Human Resources,1,2,Life Sciences,1,1501,1,Male,81.0,3,3,Manufacturing Director,4,Divorced,48512.0,388096.0,3,Y,Yes,35.0,2.0,2,80,3,3,3.0,3.0,1,1,1,1
34,Yes,Non-Travel,186,Support,20,2,Technical Degree,1,9439,4,Female,112.0,1,5,Sales Representative,2,Married,19667.0,177003.0,2,Y,Yes,9.0,3.0,2,80,2,19,2.0,1.0,2,1,2,1
56,Yes,Travel_Frequently,650,Sales,28,1,Life Sciences,1,1599,4,Male,101.0,3,4,Manager,2,Single,30160.0,663520.0,6,Y,Yes,11.0,3.0,2,80,2,30,2.0,2.0,11,1,2,9
46,Yes,Non-Travel,691,Sales,43,4,Medical,1,5801,2,Female,143.0,3,5,Healthcare Representative,1,Single,9146.0,228650.0,2,Y,Yes,21.0,3.0,2,80,2,19,4.0,1.0,6,5,4,5
44,No,Travel_Rarely,1167,Support,20,3,Other,1,9320,2,Female,163.0,3,4,Laboratory Technician,3,Married,15691.0,360893.0,0,Y,Yes,3.0,3.0,1,80,2,26,6.0,3.0,17,10,12,3
27,Yes,Non-Travel,889,Hardware,40,1,Life Sciences,1,666,3,Male,77.0,3,3,Research Scientist,2,Single,6007.0,84098.0,7,Y,No,46.0,3.0,1,80,4,6,3.0,2.0,2,2,1,1
44,No,Travel_Rarely,787,Hardware,28,1,Other,1,5673,4,Male,166.0,2,2,Research Scientist,3,Divorced,10259.0,205180.0,8,Y,Yes,25.0,2.0,4,80,1,2,1.0,2.0,1,1,1,1
41,Yes,Non-Travel,720,Human Resources,19,2,Technical Degree,1,8151,2,Female,131.0,4,1,Developer,2,Divorced,25650.0,359100.0,4,Y,Yes,6.0,3.0,2,80,2,18,6.0,2.0,12,9,2,9
46,Yes,Travel_Rarely,179,Software,3,3,Other,1,1751,4,Female,39.0,1,4,Sales Representative,4,Married,1240.0,9920.0,1,Y,Yes,7.0,1.0,1,80,2,19,5.0,2.0,13,2,10,3
58,Yes,Non-Travel,587,Research & Development,23,5,Marketing,1,7051,4,Male,35.0,4,3,Laboratory Technician,3,Divorced,33288.0,233016.0,3,Y,Yes,41.0,4.0,1,80,1,2,2.0,3.0,2,2,2,2
28,Yes,Travel_Frequently,499,Hardware,8,2,Life Sciences,1,4202,2,Male,59.0,4,2,Research Director,3,Married,23324.0,303212.0,7,Y,No,41.0,3.0,4,80,1,22,5.0,4.0,17,4,13,9
51,Yes,Travel_Rarely,1326,Human Resources,18,5,Marketing,1,5989,3,Male,101.0,4,4,Manager,3,Married,37252.0,409772.0,2,Y,No,24.0,2.0,2,80,3,26,1.0,4.0,4,3,3,3
21,No,Travel_Rarely,618,Hardware,37,1,Marketing,1,3394,4,Male,130.0,4,3,Research Scientist,4,Single,12712.0,292376.0,3,Y,Yes,19.0,1.0,4,80,4,35,4.0,3.0,8,4,7,5
58,No,Travel_Frequently,698,Human Resources,20,3,Technical Degree,1,6129,2,Female,180.0,1,5,Developer,1,Divorced,10025.0,80200.0,0,Y,Yes,10.0,4.0,4,80,3,6,6.0,3.0,6,5,4,4
34,No,Non-Travel,940,Human Resources,44,4,Marketing,1,7473,4,Male,40.0,2,2,Manager,4,Divorced,5818.0,93088.0,1,Y,Yes,22.0,2.0,3,80,2,28,5.0,1.0,21,20,7,2
51,Yes,Non-Travel,813,Sales,34,4,Technical Degree,1,6336,2,Male,53.0,4,1,Human Resources,2,Single,41468.0,1036700.0,4,Y,Yes,37.0,1.0,2,80,2,32,4.0,3.0,16,15,5,13
58,No,Travel_Frequently,161,Support,42,3,Technical Degree,1,8161,2,Male,174.0,2,3,Human Resources,3,Divorced,3786.0,56790.0,6,Y,No,38.0,2.0,3,80,4,16,4.0,3.0,16,15,15,11
35,No,Non-Travel,658,Research & Development,4,1,Human Resources,1,5175,2,Male,108.0,4,2,Sales Representative,1,Divorced,34530.0,207180.0,4,Y,No,30.0,4.0,4,80,2,6,4.0,4.0,3,1,2,3
46,Yes,Travel_Frequently,272,Research & Development,17,2,Technical Degree,1,680,1,Female,33.0,1,2,Manufacturing Director,3,Married,37479.0,936975.0,4,Y,Yes,45.0,3.0,1,80,3,10,6.0,1.0,7,4,1,7
38,No,Non-Travel,757,Hardware,44,5,Medical,1,4259,2,Female,110.0,3,4,Manufacturing Director,2,Single,21356.0,106780.0,3,Y,Yes,19.0,1.0,2,80,1,5,1.0,2.0,5,2,2,2
52,No,Travel_Rarely,574,Sales,5,1,Life Sciences,1,8771,2,Male,147.0,1,4,Sales Representative,2,Divorced,18616.0,465400.0,8,Y,No,42.0,4.0,1,80,4,6,1.0,3.0,1,1,1,1
59,Yes,Travel_Frequently,463,Software,17,3,Other,1,7222,1,Female,180.0,2,5,Healthcare Representative,2,Single,14210.0,142100.0,4,Y,Yes,46.0,4.0,2,80,3,18,6.0,4.0,16,11,12,4
48,Yes,Travel_Rarely,332,Human Resources,3,4,Other,1,891,2,Male,121.0,2,1,Manufacturing Director,3,Single,46186.0,877534.0,6,Y,No,23.0,3.0,4,80,1,27,5.0,2.0,12,12,11,3
59,No,Travel_Frequently,498,Hardware,25,2,Life Sciences,1,1198,1,Male,156.0,1,2,Manager,3,Single,42062.0,546806.0,3,Y,No,44.0,2.0,1,80,2,39,3.0,3.0,10,7,9,3
23,Yes,Travel_Frequently,788,Support,19,4,Marketing,1,5035,2,Female,129.0,4,1,Sales Executive,2,Divorced,38794.0,737086.0,0,Y,No,24.0,3.0,4,80,4,30,2.0,3.0,29,20,1,22
27,No,Non-Travel,340,Support,48,5,Human Resources,1,694,4,Female,48.0,2,2,Research Scientist,2,Single,20800.0,478400.0,5,Y,Yes,16.0,2.0,3,80,1,24,1.0,4.0,11,9,11,10
32,Yes,Travel_Frequently,682,Support,22,2,Human Resources,1,5244,1,Male,69.0,1,2,Sales Representative,2,Married,20760.0,269880.0,5,Y,No,34.0,4.0,1,80,1,1,4.0,3.0,1,1,1,1
35,No,Travel_Frequently,953,Research & Development,2,2,Human Resources,1,8559,4,Female,148.0,4,2,Healthcare Representative,3,Married,2361.0,70830.0,0,Y,No,21.0,1.0,3,80,4,20,5.0,2.0,11,6,2,10
56,Yes,Travel_Frequently,967,Support,29,2,Medical,1,5809,3,Female,147.0,1,2,Sales Representative,3,Married,9773.0,273644.0,0,Y,Yes,25.0,3.0,3,80,3,2,4.0,1.0,1,1,1,1
56,No,Travel_Rarely,322,Hardware,21,4,Human Resources,1,4265,1,Male,70.0,3,4,Manufacturing Director,4,Single,29140.0,524520.0,0,Y,No,9.0,4.0,2,80,2,31,5.0,1.0,15,6,7,13
25,Yes,Non-Travel,1194,Hardware,30,2,Human Resources,1,9862,3,Male,110.0,1,1,Healthcare Representative,2,Divorced,4627.0,18508.0,2,Y,No,38.0,3.0,3,80,3,7,5.0,3.0,3,3,3,3
18,Yes,Travel_Rarely,1244,Human Resources,2,4,Other,1,3231,2,Male,199.0,2,1,Sales Executive,4,Single,29923.0,718152.0,3,Y,No,28.0,3.0,3,80,4,14,6.0,3.0,4,1,4,2
54,Yes,Travel_Frequently,205,Research & Development,36,3,Life Sciences,1,954,4,Male,100.0,1,4,Sales Executive,1,Divorced,42303.0,592242.0,2,Y,Yes,34.0,2.0,3,80,1,24,3.0,4.0,20,3,15,12
41,No,Travel_Frequently,433,Hardware,18,4,Medical,1,6714,2,Male,78.0,3,4,Manager,2,Married,11119.0,189023.0,3,Y,No,19.0,2.0,2,80,3,38,2.0,3.0,36,27,35,13
45,No,Travel_Frequently,1276,Human Resources,31,3,Life Sciences,1,3524,2,Male,38.0,3,4,Research Scientist,1,Divorced,41768.0,710056.0,5,Y,Yes,0.0,1.0,4,80,3,7,2.0,1.0,3,1,3,3
22,Yes,Non-Travel,1137,Human Resources,32,5,Medical,1,336,3,Female,129.0,4,4,Manufacturing Director,3,Married,20498.0,553446.0,6,Y,Yes,30.0,1.0,1,80,3,27,2.0,1.0,27,7,22,21
42,No,Travel_Frequently,1004,Software,45,3,Technical Degree,1,3860,1,Female,122.0,1,1,Manufacturing Director,1,Divorced,42658.0,469238.0,6,Y,Yes,43.0,3.0,3,80,2,6,1.0,1.0,6,6,1,6
53,No,Non-Travel,549,Research & Development,8,1,Marketing,1,5943,1,Male,97.0,2,2,Healthcare Representative,2,Married,28495.0,199465.0,5,Y,Yes,32.0,3.0,3,80,2,31,5.0,4.0,20,6,19,8
58,Yes,Non-Travel,391,Hardware,8,5,Life Sciences,1,9860,2,Male,42.0,3,2,Sales Representative,2,Married,5671.0,90736.0,2,Y,Yes,2.0,4.0,4,80,4,3,3.0,4.0,3,1,1,2
30,Yes,Travel_Rarely,1347,Software,42,3,Medical,1,6706,1,Female,157.0,2,5,Manager,1,Married,13695.0,13695.0,5,Y,Yes,13.0,2.0,3,80,2,20,4.0,2.0,16,2,10,14
59,No,Travel_Rarely,492,Sales,24,1,Human Resources,1,2957,3,Female,152.0,1,2,Human Resources,3,Married,21079.0,21079.0,6,Y,Yes,25.0,3.0,1,80,2,34,3.0,1.0,12,7,9,11
28,Yes,Travel_Frequently,1318,Support,46,4,Other,1,7738,3,Female,178.0,4,2,Sales Executive,3,Divorced,8161.0,40805.0,1,Y,No,17.0,4.0,2,80,2,17,3.0,1.0,11,6,2,2
33,No,Non-Travel,728,Support,26,5,Other,1,330,2,Male,161.0,2,3,Manufacturing Director,1,Single,18869.0,75476.0,5,Y,No,25.0,3.0,3,80,1,39,4.0,2.0,17,3,2,16
18,Yes,Travel_Rarely,392,Support,45,3,Human Resources,1,5563,1,Male,168.0,3,3,Laboratory Technician,4,Married,18115.0,470990.0,3,Y,No,18.0,4.0,4,80,3,17,6.0,3.0,2,1,1,2
45,No,Travel_Rarely,100,Sales,26,1,Marketing,1,5170,3,Female,176.0,1,2,Sales Executive,4,Married,22769.0,569225.0,1,Y,No,42.0,2.0,4,80,3,40,3.0,3.0,33,10,6,21
38,Yes,Travel_Frequently,330,Research & Development,18,1,Marketing,1,3286,2,Female,58.0,3,1,Healthcare Representative,4,Single,33857.0,507855.0,7,Y,Yes,0.0,4.0,4,80,2,33,4.0,3.0,29,27,6,1
51,No,Travel_Rarely,1038,Hardware,7,1,Human Resources,1,5131,1,Female,31.0,4,4,Research Director,1,Single,36494.0,620398.0,7,Y,No,24.0,2.0,3,80,4,25,5.0,4.0,15,12,10,1
56,Yes,Non-Travel,925,Research & Development,33,1,Marketing,1,6346,1,Female,86.0,2,4,Manufacturing Director,1,Single,19049.0,247637.0,6,Y,No,10.0,3.0,2,80,4,19,5.0,2.0,5,1,1,4
58,Yes,Travel_Rarely,1381,Support,25,1,Other,1,970,4,Male,166.0,2,5,Sales Representative,2,Single,45072.0,90144.0,1,Y,No,21.0,2.0,3,80,1,14,5.0,1.0,13,1,3,1
25,Yes,Travel_Rarely,1496,Research & Development,13,1,Other,1,7621,1,Male,89.0,3,3,Laboratory Technician,4,Married,50470.0,706580.0,3,Y,Yes,9.0,2.0,3,80,3,2,4.0,1.0,1,1,1,1
39,No,Travel_Frequently,982,Software,43,2,Marketing,1,8993,4,Female,191.0,2,2,Manufacturing Director,4,Single,17689.0,53067.0,5,Y,Yes,23.0,2.0,1,80,2,27,4.0,2.0,18,16,11,1
30,No,Non-Travel,420,Software,40,2,Technical Degree,1,5056,1,Female,153.0,2,2,Manager,3,Married,3813.0,19065.0,2,Y,No,15.0,4.0,2,80,1,34,1.0,3.0,10,2,9,8
52,No,Non-Travel,148,Sales,8,2,Medical,1,5450,3,Male,119.0,4,1,Sales Representative,3,Single,12091.0,253911.0,2,Y,No,14.0,3.0,3,80,2,3,4.0,1.0,3,2,3,2
54,Yes,Non-Travel,226,Sales,49,2,Technical Degree,1,490,1,Female,59.0,1,5,Human Resources,2,Married,31725.0,95175.0,3,Y,Yes,35.0,2.0,1,80,1,16,4.0,1.0,11,7,11,4
34,Yes,Non-Travel,1377,Software,25,3,Medical,1,6022,2,Male,101.0,2,4,Healthcare Representative,4,Single,29865.0,209055.0,1,Y,No,42.0,3.0,1,80,2,7,5.0,1.0,6,5,1,1
50,Yes,Travel_Frequently,140,Research & Development,10,1,Other,1,3148,2,Male,118.0,1,2,Manager,4,Single,28504.0,484568.0,5,Y,Yes,24.0,2.0,4,80,3,2,5.0,1.0,1,1,1,1
47,Yes,Travel_Rarely,1186,Software,29,5,Life Sciences,1,9882,3,Male,167.0,2,3,Research Director,3,Single,7127.0,71270.0,3,Y,Yes,24.0,4.0,2,80,4,25,6.0,4.0,13,4,7,5
29,Yes,Non-Travel,1477,Support,9,1,Life Sciences,1,4887,4,Female,58.0,3,1,Manufacturing Director,1,Single,48714.0,925566.0,4,Y,Yes,27.0,1.0,4,80,3,18,6.0,4.0,15,9,5,6
59,No,Travel_Frequently,156,Support,13,3,Marketing,1,746,4,Female,69.0,4,3,Research Director,4,Divorced,50468.0,908424.0,1,Y,No,13.0,1.0,4,80,4,10,1.0,1.0,7,5,7,7
43,Yes,Travel_Frequently,183,Hardware,23,2,Human Resources,1,6970,1,Male,51.0,1,2,Healthcare Representative,2,Divorced,42020.0,378180.0,2,Y,Yes,31.0,4.0,3,80,3,8,5.0,1.0,6,3,1,5
29,Yes,Travel_Frequently,1472,Research & Development,13,4,Technical Degree,1,9226,4,Female,118.0,3,3,Healthcare Representative,2,Single,49441.0,692174.0,0,Y,Yes,2.0,2.0,1,80,4,6,5.0,2.0,2,2,1,2
29,Yes,Non-Travel,650,Hardware,27,1,Marketing,1,7899,1,Female,59.0,4,3,Research Director,4,Single,20748.0,207480.0,8,Y,No,40.0,4.0,4,80,2,2,4.0,4.0,2,2,1,1
40,Yes,Non-Travel,1445,Sales,28,4,Other,1,4725,1,Male,122.0,2,2,Human Resources,1,Married,10344.0,237912.0,5,Y,No,17.0,4.0,2,80,1,6,4.0,3.0,3,3,2,3
53,Yes,Non-Travel,717,Human Resources,42,1,Human Resources,1,5507,3,Male,39.0,4,2,Manager,4,Divorced,31618.0,474270.0,4,Y,Yes,35.0,4.0,4,80,2,14,3.0,2.0,10,3,4,8
46,Yes,Non-Travel,575,Human Resources,11,5,Medical,1,3220,4,Male,167.0,2,3,Sales Representative,4,Divorced,50020.0,1250500.0,5,Y,Yes,3.0,4.0,2,80,4,34,1.0,2.0,17,14,5,4
41,No,Travel_Rarely,281,Software,1,5,Human Resources,1,7477,2,Female,171.0,1,3,Healthcare Representative,1,Single,7907.0,197675.0,6,Y,No,5.0,2.0,4,80,2,12,6.0,4.0,7,7,2,4
50,No,Travel_Frequently,1188,Sales,36,1,Marketing,1,1519,3,Female,83.0,3,1,Research Scientist,4,Divorced,33261.0,864786.0,3,Y,Yes,35.0,4.0,3,80,1,27,5.0,1.0,12,4,7,9
59,No,Travel_Rarely,1216,Sales,47,2,Marketing,1,3705,4,Female,157.0,4,5,Manager,3,Single,7105.0,120785.0,1,Y,Yes,36.0,2.0,4,80,4,30,1.0,2.0,27,22,26,23
33,No,Travel_Frequently,1045,Software,31,5,Marketing,1,8285,3,Male,188.0,1,5,Laboratory Technician,1,Married,39494.0,552916.0,6,Y,No,34.0,3.0,4,80,2,35,3.0,1.0,11,10,1,6
18,Yes,Travel_Rarely,1406,Research & Development,13,3,Marketing,1,1450,3,Female,159.0,3,3,Developer,1,Married,44028.0,176112.0,8,Y,Yes,42.0,3.0,3,80,3,30,6.0,4.0,3,2,2,2
53,No,Travel_Rarely,1465,Sales,25,1,Life Sciences,1,2785,1,Female,186.0,3,1,Human Resources,3,Divorced,15877.0,317540.0,5,Y,Yes,8.0,1.0,2,80,4,29,1.0,1.0,28,18,4,24
28,No,Non-Travel,1009,Software,1,4,Technical Degree,1,8333,3,Male,159.0,1,2,Sales Executive,3,Single,32998.0,164990.0,6,Y,Yes,0.0,4.0,4,80,3,12,3.0,4.0,7,6,7,6
31,Yes,Travel_Frequently,190,Sales,4,2,Medical,1,4569,2,Female,197.0,4,4,Research Director,1,Married,44248.0,575224.0,3,Y,Yes,12.0,1.0,3,80,4,20,1.0,4.0,18,8,5,4
25,Yes,Travel_Rarely,710,Support,33,5,Life Sciences,1,2474,2,Male,74.0,1,2,Sales Representative,3,Married,1032.0,5160.0,4,Y,Yes,47.0,3.0,4,80,3,11,5.0,1.0,9,2,6,4
24,No,Travel_Rarely,655,Hardware,12,2,Marketing,1,2426,3,Male,99.0,2,4,Manager,1,Married,44522.0,133566.0,1,Y,Yes,43.0,4.0,4,80,2,16,3.0,4.0,8,4,8,7
55,No,Travel_Frequently,301,Support,36,5,Marketing,1,7434,3,Female,182.0,3,1,Manufacturing Director,4,Single,50758.0,152274.0,8,Y,Yes,44.0,2.0,3,80,4,17,5.0,2.0,3,2,3,2
53,No,Travel_Frequently,666,Support,12,3,Other,1,4791,3,Female,47.0,4,1,Sales Representative,4,Single,12841.0,269661.0,4,Y,Yes,3.0,4.0,3,80,4,11,1.0,3.0,8,3,7,4
31,No,Travel_Rarely,732,Human Resources,3,3,Life Sciences,1,7726,1,Female,155.0,3,2,Manager,3,Divorced,14000.0,224000.0,7,Y,No,35.0,2.0,2,80,3,10,2.0,4.0,4,2,4,2
60,Yes,Non-Travel,323,Software,12,3,Other,1,2164,3,Male,105.0,1,5,Manufacturing Director,4,Married,24050.0,120250.0,1,Y,Yes,20.0,2.0,4,80,3,4,6.0,1.0,1,1,1,1
31,No,Travel_Frequently,217,Software,29,2,Medical,1,9600,1,Male,156.0,2,3,Sales Representative,1,Divorced,19543.0,117258.0,2,Y,Yes,37.0,1.0,3,80,3,16,6.0,4.0,5,2,4,2
58,No,Travel_Rarely,1408,Software,30,1,Medical,1,1358,4,Female,164.0,1,2,Manager,2,Divorced,10889.0,272225.0,4,Y,No,19.0,2.0,3,80,3,6,6.0,1.0,2,1,2,2
28,Yes,Travel_Frequently,1166,Sales,15,1,Other,1,2135,1,Male,153.0,1,5,Laboratory Technician,3,Married,20341.0,569548.0,6,Y,Yes,24.0,2.0,3,80,1,30,6.0,3.0,17,5,10,12
57,No,Travel_Rarely,894,Human Resources,13,4,Marketing,1,9889,3,Female,72.0,4,3,Manufacturing Director,3,Divorced,48682.0,146046.0,0,Y,Yes,35.0,3.0,3,80,2,23,6.0,3.0,4,4,1,2
52,Yes,Non-Travel,918,Human Resources,4,2,Life Sciences,1,4144,2,Male,106.0,2,4,Research Scientist,4,Divorced,26418.0,158508.0,8,Y,Yes,39.0,3.0,3,80,3,36,6.0,3.0,27,22,20,1
44,No,Non-Travel,391,Human Resources,8,4,Marketing,1,266,2,Male,186.0,4,4,Sales Representative,2,Single,20091.0,542457.0,6,Y,Yes,47.0,1.0,3,80,2,31,5.0,4.0,19,8,1,19
58,No,Travel_Rarely,1041,Human Resources,6,4,Technical Degree,1,4416,2,Male,88.0,1,1,Research Scientist,4,Divorced,48950.0,1468500.0,1,Y,No,10.0,3.0,3,80,3,14,2.0,1.0,5,3,5,5
56,Yes,Travel_Frequently,539,Research & Development,1,3,Technical Degree,1,484,3,Male,168.0,1,4,Human Resources,4,Married,31037.0,744888.0,1,Y,No,36.0,4.0,2,80,4,4,2.0,4.0,1,1,1,1
21,No,Non-Travel,1046,Software,25,4,Life Sciences,1,6820,2,Female,67.0,2,5,Manager,4,Divorced,30659.0,122636.0,2,Y,Yes,31.0,3.0,2,80,2,36,2.0,2.0,9,8,3,9
